age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,was_previously_contacted,age_band,has_any_loan,call_intensity,pdays_bucket,month_index,month_sin,month_cos,balance_per_age
23,student,single,tertiary,no,691,0,0,cellular,27,may,1178,1,178,6,success,yes,1,<25,0,0.14285714285714285,>90d,5,0.49999999999999994,-0.8660254037844387,30.043478260869566
34,blue-collar,married,secondary,no,243,1,0,cellular,18,may,507,1,-1,0,unknown,yes,0,25-34,1,1.0,never,5,0.49999999999999994,-0.8660254037844387,7.147058823529412
47,admin.,single,secondary,no,3696,0,0,cellular,12,jan,758,4,-1,0,unknown,yes,0,35-49,0,4.0,never,1,0.49999999999999994,0.8660254037844387,78.63829787234043
21,student,single,secondary,no,71,0,0,cellular,13,jan,169,2,-1,0,unknown,yes,0,<25,0,2.0,never,1,0.49999999999999994,0.8660254037844387,3.380952380952381
37,unknown,single,tertiary,no,0,0,0,cellular,8,jun,257,2,97,1,success,yes,1,35-49,0,1.0,>90d,6,1.2246467991473532e-16,-1.0,0.0
53,admin.,married,secondary,no,3765,0,0,unknown,20,jun,1094,3,-1,0,unknown,yes,0,50-64,0,3.0,never,6,1.2246467991473532e-16,-1.0,71.0377358490566
46,blue-collar,married,primary,no,977,0,1,telephone,2,feb,436,3,-1,0,unknown,yes,0,35-49,1,3.0,never,2,0.8660254037844386,0.5000000000000001,21.23913043478261
26,technician,single,tertiary,no,15161,0,0,cellular,2,feb,280,1,-1,0,unknown,yes,0,25-34,0,1.0,never,2,0.8660254037844386,0.5000000000000001,583.1153846153846
51,admin.,married,tertiary,no,0,1,1,cellular,8,mar,124,2,-1,0,unknown,yes,0,50-64,1,2.0,never,3,1.0,6.123233995736766e-17,0.0
58,entrepreneur,married,tertiary,no,776,1,0,telephone,9,jul,990,1,-1,0,unknown,yes,0,50-64,1,1.0,never,7,-0.5000000000000001,-0.8660254037844386,13.379310344827585
51,admin.,single,secondary,no,1994,0,0,unknown,18,jun,771,2,-1,0,unknown,yes,0,50-64,0,2.0,never,6,1.2246467991473532e-16,-1.0,39.09803921568628
33,admin.,married,secondary,no,616,0,0,cellular,6,sep,250,3,-1,0,unknown,yes,0,25-34,0,3.0,never,9,-1.0,-1.8369701987210297e-16,18.666666666666668
46,housemaid,married,primary,no,3512,0,0,cellular,30,oct,175,1,197,1,failure,yes,1,35-49,0,0.5,>90d,10,-0.8660254037844386,0.5000000000000001,76.34782608695652
34,technician,single,tertiary,no,6529,0,0,cellular,14,aug,505,2,-1,0,unknown,yes,0,25-34,0,2.0,never,8,-0.8660254037844384,-0.5000000000000004,192.02941176470588
40,blue-collar,married,primary,no,0,1,0,cellular,21,jul,1080,4,-1,0,unknown,yes,0,35-49,1,4.0,never,7,-0.5000000000000001,-0.8660254037844386,0.0
40,admin.,divorced,secondary,no,2129,0,0,cellular,30,apr,452,1,-1,0,unknown,yes,0,35-49,0,1.0,never,4,0.8660254037844387,-0.49999999999999983,53.225
46,technician,single,secondary,no,874,0,0,cellular,19,nov,819,3,-1,0,unknown,yes,0,35-49,0,3.0,never,11,-0.5000000000000004,0.8660254037844384,19.0
59,entrepreneur,married,secondary,no,496,0,0,cellular,22,oct,738,3,183,1,success,yes,1,50-64,0,1.5,>90d,10,-0.8660254037844386,0.5000000000000001,8.40677966101695
34,technician,married,tertiary,no,1539,1,0,cellular,15,jun,441,1,56,1,other,yes,1,25-34,1,0.5,31–90d,6,1.2246467991473532e-16,-1.0,45.26470588235294
49,management,divorced,tertiary,no,348,0,0,cellular,30,oct,125,1,-1,0,unknown,yes,0,35-49,0,1.0,never,10,-0.8660254037844386,0.5000000000000001,7.1020408163265305
28,management,single,tertiary,no,1287,1,0,cellular,26,feb,65,1,-1,0,unknown,yes,0,25-34,1,1.0,never,2,0.8660254037844386,0.5000000000000001,45.964285714285715
56,management,married,tertiary,no,12356,1,0,cellular,26,may,410,1,551,5,other,yes,1,50-64,1,0.16666666666666666,>90d,5,0.49999999999999994,-0.8660254037844387,220.64285714285714
28,technician,single,secondary,no,5763,0,1,cellular,5,mar,196,2,-1,0,unknown,yes,0,25-34,1,2.0,never,3,1.0,6.123233995736766e-17,205.82142857142858
33,blue-collar,married,secondary,no,-267,1,0,cellular,20,apr,1030,3,-1,0,unknown,yes,0,25-34,1,3.0,never,4,0.8660254037844387,-0.49999999999999983,-8.090909090909092
37,unemployed,single,secondary,no,443,0,0,cellular,29,jan,1600,1,-1,0,unknown,yes,0,35-49,0,1.0,never,1,0.49999999999999994,0.8660254037844387,11.972972972972974
38,services,married,secondary,no,934,1,0,cellular,14,may,715,1,-1,0,unknown,yes,0,35-49,1,1.0,never,5,0.49999999999999994,-0.8660254037844387,24.57894736842105
25,technician,single,secondary,no,4859,0,0,cellular,12,jan,227,1,-1,0,unknown,yes,0,<25,0,1.0,never,1,0.49999999999999994,0.8660254037844387,194.36
74,retired,married,tertiary,no,1843,0,0,cellular,15,sep,251,2,184,3,success,yes,1,65+,0,0.5,>90d,9,-1.0,-1.8369701987210297e-16,24.905405405405407
42,unemployed,married,secondary,no,1289,0,0,cellular,15,jul,250,4,415,2,failure,yes,1,35-49,0,1.3333333333333333,>90d,7,-0.5000000000000001,-0.8660254037844386,30.69047619047619
29,housemaid,single,tertiary,no,19,0,0,cellular,3,dec,274,1,230,1,success,yes,1,25-34,0,0.5,>90d,12,-2.4492935982947064e-16,1.0,0.6551724137931034
60,retired,married,secondary,no,8332,0,0,cellular,16,mar,279,1,194,7,other,yes,1,50-64,0,0.125,>90d,3,1.0,6.123233995736766e-17,138.86666666666667
41,blue-collar,married,secondary,no,5517,1,0,cellular,10,jul,584,1,-1,0,unknown,yes,0,35-49,1,1.0,never,7,-0.5000000000000001,-0.8660254037844386,134.5609756097561
51,admin.,married,secondary,no,949,0,0,cellular,5,aug,1092,1,-1,0,unknown,yes,0,50-64,0,1.0,never,8,-0.8660254037844384,-0.5000000000000004,18.607843137254903
49,blue-collar,married,primary,no,-157,1,0,cellular,7,jul,491,3,-1,0,unknown,yes,0,35-49,1,3.0,never,7,-0.5000000000000001,-0.8660254037844386,-3.204081632653061
41,management,married,tertiary,no,254,0,0,cellular,9,jun,183,2,294,2,failure,yes,1,35-49,0,0.6666666666666666,>90d,6,1.2246467991473532e-16,-1.0,6.195121951219512
31,blue-collar,married,secondary,no,136,0,0,cellular,12,may,228,2,267,1,failure,yes,1,25-34,0,1.0,>90d,5,0.49999999999999994,-0.8660254037844387,4.387096774193548
25,admin.,single,secondary,no,285,0,0,cellular,3,jul,658,3,-1,0,unknown,yes,0,<25,0,3.0,never,7,-0.5000000000000001,-0.8660254037844386,11.4
32,management,divorced,tertiary,no,874,0,0,cellular,12,aug,1282,6,-1,0,unknown,yes,0,25-34,0,6.0,never,8,-0.8660254037844384,-0.5000000000000004,27.3125
73,retired,married,tertiary,no,1641,1,0,cellular,27,feb,49,2,-1,0,unknown,yes,0,65+,1,2.0,never,2,0.8660254037844386,0.5000000000000001,22.47945205479452
31,management,single,secondary,no,1088,1,0,cellular,8,apr,575,2,-1,0,unknown,yes,0,25-34,1,2.0,never,4,0.8660254037844387,-0.49999999999999983,35.096774193548384
32,student,single,tertiary,no,1138,0,0,telephone,10,feb,402,3,-1,0,unknown,yes,0,25-34,0,3.0,never,2,0.8660254037844386,0.5000000000000001,35.5625
27,student,single,tertiary,no,13107,1,0,cellular,6,apr,661,1,314,2,failure,yes,1,25-34,1,0.3333333333333333,>90d,4,0.8660254037844387,-0.49999999999999983,485.44444444444446
60,retired,married,tertiary,no,2557,1,0,cellular,2,feb,415,1,-1,0,unknown,yes,0,50-64,1,1.0,never,2,0.8660254037844386,0.5000000000000001,42.61666666666667
34,admin.,married,tertiary,no,142,1,0,cellular,13,may,459,1,-1,0,unknown,yes,0,25-34,1,1.0,never,5,0.49999999999999994,-0.8660254037844387,4.176470588235294
43,admin.,single,secondary,no,733,1,0,cellular,19,nov,1102,3,-1,0,unknown,yes,0,35-49,1,3.0,never,11,-0.5000000000000004,0.8660254037844384,17.046511627906977
31,entrepreneur,single,tertiary,yes,-405,1,1,cellular,13,aug,703,2,-1,0,unknown,yes,0,25-34,1,2.0,never,8,-0.8660254037844384,-0.5000000000000004,-13.064516129032258
42,management,single,tertiary,no,11008,0,0,cellular,28,jul,822,6,405,1,success,yes,1,35-49,0,3.0,>90d,7,-0.5000000000000001,-0.8660254037844386,262.0952380952381
27,services,single,secondary,no,246,0,0,cellular,17,jun,453,2,-1,0,unknown,yes,0,25-34,0,2.0,never,6,1.2246467991473532e-16,-1.0,9.11111111111111
57,retired,married,tertiary,no,0,1,1,unknown,28,may,648,1,-1,0,unknown,yes,0,50-64,1,1.0,never,5,0.49999999999999994,-0.8660254037844387,0.0
30,management,single,tertiary,no,536,0,0,cellular,14,jan,362,2,91,2,success,yes,1,25-34,0,0.6666666666666666,>90d,1,0.49999999999999994,0.8660254037844387,17.866666666666667
45,admin.,divorced,tertiary,no,1506,0,0,cellular,28,jul,365,4,-1,0,unknown,yes,0,35-49,0,4.0,never,7,-0.5000000000000001,-0.8660254037844386,33.46666666666667
49,admin.,single,secondary,no,716,1,0,unknown,15,may,1257,3,-1,0,unknown,yes,0,35-49,1,3.0,never,5,0.49999999999999994,-0.8660254037844387,14.612244897959183
31,management,single,tertiary,no,354,0,0,cellular,21,apr,242,2,-1,0,unknown,yes,0,25-34,0,2.0,never,4,0.8660254037844387,-0.49999999999999983,11.419354838709678
41,management,divorced,tertiary,no,1757,0,0,cellular,22,apr,314,1,239,13,failure,yes,1,35-49,0,0.07142857142857142,>90d,4,0.8660254037844387,-0.49999999999999983,42.853658536585364
57,technician,married,secondary,no,7554,0,0,telephone,28,oct,141,1,-1,0,unknown,yes,0,50-64,0,1.0,never,10,-0.8660254037844386,0.5000000000000001,132.52631578947367
57,management,divorced,unknown,no,854,0,0,cellular,6,oct,480,1,40,5,success,yes,1,50-64,0,0.16666666666666666,31–90d,10,-0.8660254037844386,0.5000000000000001,14.982456140350877
58,retired,married,secondary,no,1230,0,0,cellular,20,may,420,1,87,1,failure,yes,1,50-64,0,0.5,31–90d,5,0.49999999999999994,-0.8660254037844387,21.20689655172414
54,management,married,tertiary,no,1303,0,0,cellular,3,feb,1635,1,-1,0,unknown,yes,0,50-64,0,1.0,never,2,0.8660254037844386,0.5000000000000001,24.12962962962963
36,management,married,tertiary,no,93,0,0,cellular,12,jul,262,2,182,7,failure,yes,1,35-49,0,0.25,>90d,7,-0.5000000000000001,-0.8660254037844386,2.5833333333333335
53,services,divorced,primary,no,-291,1,1,unknown,7,may,591,1,-1,0,unknown,yes,0,50-64,1,1.0,never,5,0.49999999999999994,-0.8660254037844387,-5.490566037735849
34,admin.,married,tertiary,no,69,0,1,cellular,3,aug,263,3,251,3,success,yes,1,25-34,1,0.75,>90d,8,-0.8660254037844384,-0.5000000000000004,2.0294117647058822
27,unemployed,single,secondary,no,771,0,0,cellular,21,oct,181,1,302,3,other,yes,1,25-34,0,0.25,>90d,10,-0.8660254037844386,0.5000000000000001,28.555555555555557
41,services,single,secondary,no,-675,1,1,cellular,18,mar,147,4,-1,0,unknown,yes,0,35-49,1,4.0,never,3,1.0,6.123233995736766e-17,-16.463414634146343
62,technician,married,secondary,no,973,0,0,cellular,2,feb,326,1,-1,0,unknown,yes,0,50-64,0,1.0,never,2,0.8660254037844386,0.5000000000000001,15.693548387096774
27,blue-collar,single,primary,no,377,0,0,cellular,19,feb,645,2,-1,0,unknown,yes,0,25-34,0,2.0,never,2,0.8660254037844386,0.5000000000000001,13.962962962962964
37,technician,married,secondary,no,480,0,0,cellular,22,oct,344,2,182,8,other,yes,1,35-49,0,0.2222222222222222,>90d,10,-0.8660254037844386,0.5000000000000001,12.972972972972974
22,student,single,secondary,no,552,0,0,cellular,1,sep,327,1,-1,0,unknown,yes,0,<25,0,1.0,never,9,-1.0,-1.8369701987210297e-16,25.09090909090909
27,student,single,tertiary,no,3733,1,0,telephone,13,feb,299,6,-1,0,unknown,yes,0,25-34,1,6.0,never,2,0.8660254037844386,0.5000000000000001,138.25925925925927
30,services,single,secondary,no,-158,1,0,cellular,12,may,426,1,370,2,failure,yes,1,25-34,1,0.3333333333333333,>90d,5,0.49999999999999994,-0.8660254037844387,-5.266666666666667
28,admin.,single,secondary,no,136,0,0,cellular,16,jun,355,1,-1,0,unknown,yes,0,25-34,0,1.0,never,6,1.2246467991473532e-16,-1.0,4.857142857142857
27,admin.,single,secondary,no,4590,1,0,cellular,10,nov,131,4,89,3,failure,yes,1,25-34,1,1.0,31–90d,11,-0.5000000000000004,0.8660254037844384,170.0
42,management,divorced,secondary,no,283,1,0,cellular,23,jul,761,1,-1,0,unknown,yes,0,35-49,1,1.0,never,7,-0.5000000000000001,-0.8660254037844386,6.738095238095238
36,management,married,tertiary,no,0,1,0,telephone,23,oct,140,1,143,3,failure,yes,1,35-49,1,0.25,>90d,10,-0.8660254037844386,0.5000000000000001,0.0
27,blue-collar,married,secondary,no,419,1,0,unknown,4,jun,1181,2,-1,0,unknown,yes,0,25-34,1,2.0,never,6,1.2246467991473532e-16,-1.0,15.518518518518519
58,services,divorced,secondary,no,462,0,0,cellular,12,aug,332,1,-1,0,unknown,yes,0,50-64,0,1.0,never,8,-0.8660254037844384,-0.5000000000000004,7.9655172413793105
55,technician,divorced,secondary,yes,4,0,0,cellular,28,jan,1048,1,-1,0,unknown,yes,0,50-64,0,1.0,never,1,0.49999999999999994,0.8660254037844387,0.07272727272727272
52,admin.,divorced,secondary,no,363,1,0,cellular,21,aug,168,1,462,1,success,yes,1,50-64,1,0.5,>90d,8,-0.8660254037844384,-0.5000000000000004,6.980769230769231
42,management,single,tertiary,no,7560,0,0,cellular,28,jan,132,1,-1,0,unknown,yes,0,35-49,0,1.0,never,1,0.49999999999999994,0.8660254037844387,180.0
46,management,divorced,tertiary,no,1297,0,0,cellular,11,aug,716,3,-1,0,unknown,yes,0,35-49,0,3.0,never,8,-0.8660254037844384,-0.5000000000000004,28.195652173913043
32,technician,single,secondary,no,40,0,0,cellular,8,aug,419,2,-1,0,unknown,yes,0,25-34,0,2.0,never,8,-0.8660254037844384,-0.5000000000000004,1.25
52,technician,single,secondary,no,436,0,1,unknown,22,mar,95,1,-1,0,unknown,yes,0,50-64,1,1.0,never,3,1.0,6.123233995736766e-17,8.384615384615385
57,admin.,married,secondary,no,403,1,0,cellular,18,may,603,1,340,2,other,yes,1,50-64,1,0.3333333333333333,>90d,5,0.49999999999999994,-0.8660254037844387,7.0701754385964914
40,technician,single,secondary,no,5637,1,0,unknown,30,may,553,3,-1,0,unknown,yes,0,35-49,1,3.0,never,5,0.49999999999999994,-0.8660254037844387,140.925
30,self-employed,single,tertiary,no,916,0,0,cellular,29,dec,449,2,-1,0,unknown,yes,0,25-34,0,2.0,never,12,-2.4492935982947064e-16,1.0,30.533333333333335
30,management,married,tertiary,no,1942,1,1,cellular,21,nov,436,2,178,3,other,yes,1,25-34,1,0.5,>90d,11,-0.5000000000000004,0.8660254037844384,64.73333333333333
39,technician,divorced,secondary,no,385,0,0,cellular,13,oct,242,1,48,2,failure,yes,1,35-49,0,0.3333333333333333,31–90d,10,-0.8660254037844386,0.5000000000000001,9.871794871794872
28,technician,single,secondary,yes,-1042,1,0,unknown,6,jun,712,2,-1,0,unknown,yes,0,25-34,1,2.0,never,6,1.2246467991473532e-16,-1.0,-37.214285714285715
34,management,married,tertiary,no,3696,0,0,cellular,8,apr,758,2,160,5,other,yes,1,25-34,0,0.3333333333333333,>90d,4,0.8660254037844387,-0.49999999999999983,108.70588235294117
30,management,single,tertiary,no,3384,0,0,cellular,4,jun,578,2,-1,0,unknown,yes,0,25-34,0,2.0,never,6,1.2246467991473532e-16,-1.0,112.8
24,technician,married,secondary,no,556,1,0,cellular,8,feb,278,1,94,4,success,yes,1,<25,1,0.2,>90d,2,0.8660254037844386,0.5000000000000001,23.166666666666668
59,management,married,tertiary,no,315,0,0,cellular,2,mar,591,1,176,2,failure,yes,1,50-64,0,0.3333333333333333,>90d,3,1.0,6.123233995736766e-17,5.338983050847458
38,unemployed,married,tertiary,no,2812,1,0,cellular,30,apr,830,1,-1,0,unknown,yes,0,35-49,1,1.0,never,4,0.8660254037844387,-0.49999999999999983,74.0
47,unemployed,married,primary,no,324,0,0,cellular,21,nov,462,2,-1,0,unknown,yes,0,35-49,0,2.0,never,11,-0.5000000000000004,0.8660254037844384,6.8936170212765955
52,blue-collar,married,secondary,no,-519,1,0,unknown,9,jun,442,8,-1,0,unknown,yes,0,50-64,1,8.0,never,6,1.2246467991473532e-16,-1.0,-9.98076923076923
35,student,single,secondary,no,188,1,0,cellular,16,feb,75,3,200,5,failure,yes,1,25-34,1,0.5,>90d,2,0.8660254037844386,0.5000000000000001,5.371428571428571
61,management,married,tertiary,no,267,0,0,cellular,20,apr,190,1,-1,0,unknown,yes,0,50-64,0,1.0,never,4,0.8660254037844387,-0.49999999999999983,4.377049180327869
46,self-employed,divorced,tertiary,no,21,0,0,cellular,30,jul,566,2,-1,0,unknown,yes,0,35-49,0,2.0,never,7,-0.5000000000000001,-0.8660254037844386,0.45652173913043476
55,admin.,married,unknown,no,2038,0,0,cellular,9,apr,394,1,-1,0,unknown,yes,0,50-64,0,1.0,never,4,0.8660254037844387,-0.49999999999999983,37.054545454545455
42,technician,single,unknown,no,11115,0,0,cellular,10,aug,187,1,102,1,success,yes,1,35-49,0,0.5,>90d,8,-0.8660254037844384,-0.5000000000000004,264.64285714285717
26,management,single,tertiary,no,194,0,0,cellular,22,apr,407,2,-1,0,unknown,yes,0,25-34,0,2.0,never,4,0.8660254037844387,-0.49999999999999983,7.461538461538462
58,admin.,married,secondary,no,169,0,0,cellular,13,aug,880,1,92,8,success,yes,1,50-64,0,0.1111111111111111,>90d,8,-0.8660254037844384,-0.5000000000000004,2.913793103448276
46,management,divorced,secondary,no,0,0,0,cellular,27,aug,763,5,-1,0,unknown,yes,0,35-49,0,5.0,never,8,-0.8660254037844384,-0.5000000000000004,0.0
39,management,married,secondary,no,2981,0,0,cellular,26,mar,200,1,-1,0,unknown,yes,0,35-49,0,1.0,never,3,1.0,6.123233995736766e-17,76.43589743589743
29,student,single,secondary,no,67,0,0,cellular,23,feb,211,1,187,5,success,yes,1,25-34,0,0.16666666666666666,>90d,2,0.8660254037844386,0.5000000000000001,2.310344827586207
21,technician,single,unknown,no,360,0,0,cellular,26,may,131,2,-1,0,unknown,yes,0,<25,0,2.0,never,5,0.49999999999999994,-0.8660254037844387,17.142857142857142
57,technician,married,primary,no,3376,1,0,telephone,2,jun,421,2,-1,0,unknown,yes,0,50-64,1,2.0,never,6,1.2246467991473532e-16,-1.0,59.228070175438596
31,management,single,tertiary,no,4718,1,0,cellular,21,nov,536,1,-1,0,unknown,yes,0,25-34,1,1.0,never,11,-0.5000000000000004,0.8660254037844384,152.19354838709677
49,technician,divorced,unknown,no,387,0,0,cellular,28,jan,325,1,-1,0,unknown,yes,0,35-49,0,1.0,never,1,0.49999999999999994,0.8660254037844387,7.8979591836734695
56,management,divorced,tertiary,no,4266,1,0,unknown,17,jun,490,4,-1,0,unknown,yes,0,50-64,1,4.0,never,6,1.2246467991473532e-16,-1.0,76.17857142857143
30,admin.,married,secondary,no,396,1,0,cellular,13,may,366,3,348,2,failure,yes,1,25-34,1,1.0,>90d,5,0.49999999999999994,-0.8660254037844387,13.2
34,technician,single,secondary,no,2085,0,0,cellular,10,aug,356,3,182,2,success,yes,1,25-34,0,1.0,>90d,8,-0.8660254037844384,-0.5000000000000004,61.3235294117647
35,management,single,tertiary,no,62,1,0,cellular,20,apr,213,3,-1,0,unknown,yes,0,25-34,1,3.0,never,4,0.8660254037844387,-0.49999999999999983,1.7714285714285714
55,retired,divorced,secondary,no,-268,0,1,cellular,24,jul,1417,1,-1,0,unknown,yes,0,50-64,1,1.0,never,7,-0.5000000000000001,-0.8660254037844386,-4.872727272727273
44,blue-collar,married,secondary,no,1697,1,0,unknown,4,jul,150,2,-1,0,unknown,yes,0,35-49,1,2.0,never,7,-0.5000000000000001,-0.8660254037844386,38.56818181818182
36,technician,married,tertiary,no,341,0,0,cellular,13,aug,282,1,-1,0,unknown,yes,0,35-49,0,1.0,never,8,-0.8660254037844384,-0.5000000000000004,9.472222222222221
63,retired,divorced,primary,no,109,0,0,cellular,10,nov,406,2,-1,0,unknown,yes,0,50-64,0,2.0,never,11,-0.5000000000000004,0.8660254037844384,1.7301587301587302
37,management,married,tertiary,no,0,0,0,cellular,15,jan,426,2,196,1,other,yes,1,35-49,0,1.0,>90d,1,0.49999999999999994,0.8660254037844387,0.0
58,retired,married,primary,no,4158,0,0,cellular,13,aug,455,2,-1,0,unknown,yes,0,50-64,0,2.0,never,8,-0.8660254037844384,-0.5000000000000004,71.6896551724138
37,management,married,tertiary,no,156,0,0,cellular,19,nov,366,3,-1,0,unknown,yes,0,35-49,0,3.0,never,11,-0.5000000000000004,0.8660254037844384,4.216216216216216
26,management,single,tertiary,no,390,0,0,cellular,7,aug,325,1,-1,0,unknown,yes,0,25-34,0,1.0,never,8,-0.8660254037844384,-0.5000000000000004,15.0
44,blue-collar,single,primary,no,36,1,0,cellular,15,may,551,1,371,2,failure,yes,1,35-49,1,0.3333333333333333,>90d,5,0.49999999999999994,-0.8660254037844387,0.8181818181818182
37,technician,single,tertiary,no,0,1,0,cellular,23,jul,366,6,-1,0,unknown,yes,0,35-49,1,6.0,never,7,-0.5000000000000001,-0.8660254037844386,0.0
53,management,divorced,tertiary,no,50,1,0,cellular,15,may,669,1,337,3,failure,yes,1,50-64,1,0.25,>90d,5,0.49999999999999994,-0.8660254037844387,0.9433962264150944
37,management,single,tertiary,no,102,1,0,cellular,6,may,445,1,258,2,failure,yes,1,35-49,1,0.3333333333333333,>90d,5,0.49999999999999994,-0.8660254037844387,2.7567567567567566
40,blue-collar,married,primary,no,57,1,0,cellular,31,jul,1007,9,-1,0,unknown,yes,0,35-49,1,9.0,never,7,-0.5000000000000001,-0.8660254037844386,1.425
40,blue-collar,divorced,secondary,no,973,0,0,cellular,14,may,449,1,-1,0,unknown,yes,0,35-49,0,1.0,never,5,0.49999999999999994,-0.8660254037844387,24.325
31,management,married,tertiary,no,3,1,1,cellular,11,feb,331,1,-1,0,unknown,yes,0,25-34,1,1.0,never,2,0.8660254037844386,0.5000000000000001,0.0967741935483871
36,self-employed,married,secondary,no,1245,1,0,unknown,6,jun,1469,9,-1,0,unknown,yes,0,35-49,1,9.0,never,6,1.2246467991473532e-16,-1.0,34.583333333333336
36,blue-collar,married,primary,no,828,0,0,cellular,13,may,1512,1,345,8,failure,yes,1,35-49,0,0.1111111111111111,>90d,5,0.49999999999999994,-0.8660254037844387,23.0
52,blue-collar,married,unknown,no,0,1,0,cellular,9,jul,1486,1,-1,0,unknown,yes,0,50-64,1,1.0,never,7,-0.5000000000000001,-0.8660254037844386,0.0
39,blue-collar,married,secondary,no,167,1,1,cellular,12,may,612,1,-1,0,unknown,yes,0,35-49,1,1.0,never,5,0.49999999999999994,-0.8660254037844387,4.282051282051282
47,admin.,married,unknown,no,66,0,0,cellular,7,aug,358,1,-1,0,unknown,yes,0,35-49,0,1.0,never,8,-0.8660254037844384,-0.5000000000000004,1.4042553191489362
49,entrepreneur,married,secondary,no,687,1,0,cellular,17,apr,772,1,-1,0,unknown,yes,0,35-49,1,1.0,never,4,0.8660254037844387,-0.49999999999999983,14.020408163265307
32,technician,married,tertiary,no,2688,0,0,cellular,14,oct,216,1,57,1,failure,yes,1,25-34,0,0.5,31–90d,10,-0.8660254037844386,0.5000000000000001,84.0
36,management,married,tertiary,no,625,1,0,cellular,18,jul,1360,9,-1,0,unknown,yes,0,35-49,1,9.0,never,7,-0.5000000000000001,-0.8660254037844386,17.36111111111111
27,technician,single,secondary,no,1742,1,0,unknown,16,may,787,1,-1,0,unknown,yes,0,25-34,1,1.0,never,5,0.49999999999999994,-0.8660254037844387,64.51851851851852
71,retired,divorced,primary,no,1729,0,0,cellular,17,nov,456,2,-1,0,unknown,yes,0,65+,0,2.0,never,11,-0.5000000000000004,0.8660254037844384,24.35211267605634
32,blue-collar,married,secondary,no,889,1,0,cellular,10,sep,185,1,99,5,success,yes,1,25-34,1,0.16666666666666666,>90d,9,-1.0,-1.8369701987210297e-16,27.78125
29,management,single,tertiary,no,224,1,0,cellular,24,apr,65,2,81,3,failure,yes,1,25-34,1,0.5,31–90d,4,0.8660254037844387,-0.49999999999999983,7.724137931034483
64,housemaid,married,primary,no,768,0,0,cellular,14,jan,371,1,-1,0,unknown,yes,0,50-64,0,1.0,never,1,0.49999999999999994,0.8660254037844387,12.0
24,student,single,secondary,no,1809,0,0,cellular,11,oct,165,1,95,2,success,yes,1,<25,0,0.3333333333333333,>90d,10,-0.8660254037844386,0.5000000000000001,75.375
21,student,single,primary,no,423,0,0,telephone,18,jan,287,5,285,5,success,yes,1,<25,0,0.8333333333333334,>90d,1,0.49999999999999994,0.8660254037844387,20.142857142857142
42,entrepreneur,divorced,secondary,no,335,1,0,cellular,12,may,580,1,-1,0,unknown,yes,0,35-49,1,1.0,never,5,0.49999999999999994,-0.8660254037844387,7.976190476190476
47,blue-collar,married,secondary,no,182,1,0,telephone,10,jul,39,1,-1,0,unknown,yes,0,35-49,1,1.0,never,7,-0.5000000000000001,-0.8660254037844386,3.872340425531915
53,blue-collar,divorced,primary,no,4401,0,0,telephone,11,nov,241,1,92,1,success,yes,1,50-64,0,0.5,>90d,11,-0.5000000000000004,0.8660254037844384,83.0377358490566
33,admin.,single,secondary,no,607,0,0,cellular,27,feb,110,2,-1,0,unknown,yes,0,25-34,0,2.0,never,2,0.8660254037844386,0.5000000000000001,18.393939393939394
62,retired,married,primary,no,1084,0,0,cellular,14,apr,505,1,-1,0,unknown,yes,0,50-64,0,1.0,never,4,0.8660254037844387,-0.49999999999999983,17.483870967741936
33,blue-collar,married,secondary,no,0,0,0,cellular,29,jul,454,6,-1,0,unknown,yes,0,25-34,0,6.0,never,7,-0.5000000000000001,-0.8660254037844386,0.0
58,unemployed,married,secondary,no,687,1,0,cellular,30,apr,341,2,-1,0,unknown,yes,0,50-64,1,2.0,never,4,0.8660254037844387,-0.49999999999999983,11.844827586206897
52,services,married,secondary,no,659,0,0,cellular,27,oct,113,1,-1,0,unknown,yes,0,50-64,0,1.0,never,10,-0.8660254037844386,0.5000000000000001,12.673076923076923
37,technician,single,secondary,no,1435,0,0,cellular,18,aug,724,16,-1,0,unknown,yes,0,35-49,0,16.0,never,8,-0.8660254037844384,-0.5000000000000004,38.78378378378378
37,management,single,tertiary,no,8828,0,0,unknown,12,jun,1010,3,-1,0,unknown,yes,0,35-49,0,3.0,never,6,1.2246467991473532e-16,-1.0,238.59459459459458
34,admin.,married,tertiary,no,69,0,1,cellular,25,nov,296,1,205,2,failure,yes,1,25-34,1,0.3333333333333333,>90d,11,-0.5000000000000004,0.8660254037844384,2.0294117647058822
79,retired,divorced,primary,no,79,0,0,cellular,9,oct,1106,2,-1,0,unknown,yes,0,65+,0,2.0,never,10,-0.8660254037844386,0.5000000000000001,1.0
54,self-employed,married,tertiary,no,990,0,0,cellular,3,jun,244,2,-1,0,unknown,yes,0,50-64,0,2.0,never,6,1.2246467991473532e-16,-1.0,18.333333333333332
28,admin.,single,secondary,no,2290,1,0,cellular,18,may,2301,1,-1,0,unknown,yes,0,25-34,1,1.0,never,5,0.49999999999999994,-0.8660254037844387,81.78571428571429
33,management,married,tertiary,no,679,0,0,cellular,5,aug,1109,2,-1,0,unknown,yes,0,25-34,0,2.0,never,8,-0.8660254037844384,-0.5000000000000004,20.575757575757574
